,brandId,barcode,category,categoryCode,name,topBrand,brandCode,oid,ref
755,5fb817e8be37ce522e165cd8,511111517672,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Original,0.0,ABSOLUT® ORIGINAL,5fb6d381be37ce522e165cbd,Cogs
756,5fb818abbe37ce522e165cd9,511111717683,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Mandrin,0.0,ABSOLUT® MANDRIN,5fb6d381be37ce522e165cbd,Cogs
757,5fb7f9c2be37ce522e165cc8,511111517511,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Elyx,0.0,ABSOLUT ELYX,5fb6d381be37ce522e165cbd,Cogs
758,5fb81796be37ce522e165cd7,511111017660,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Juice Apple,0.0,ABSOLUT® JUICE APPLE,5fb6d381be37ce522e165cbd,Cogs
759,5fb7f8febe37ce522e165cc7,511111017509,Beer Wine Spirits,BEER_WINE_SPIRITS,Aberlour®,0.0,ABERLOUR,5fb6d381be37ce522e165cbd,Cogs
760,5fb80a6bbe37ce522e165cd0,511111317593,Beer Wine Spirits,BEER_WINE_SPIRITS,Jameson® Cold Brew ,0.0,JAMESON COLD BREW ,5fb6d381be37ce522e165cbd,Cogs
761,5fb6d68abe37ce522e165cbf,511111817420,Beer Wine Spirits,BEER_WINE_SPIRITS,Jefferson’s Reserve®,0.0,JEFFERSON’S RESERVE,5fb6d381be37ce522e165cbd,Cogs
762,5fb6d5e4be37ce522e165cbe,511111617419,Beer Wine Spirits,BEER_WINE_SPIRITS,Campo Viejo®,0.0,CAMPO VIEJO,5fb6d381be37ce522e165cbd,Cogs
763,5fb7e90fbe37ce522e165cc5,511111917489,Beer Wine Spirits,BEER_WINE_SPIRITS,Kahlua®,0.0,KAHLUA,5fb6d381be37ce522e165cbd,Cogs
764,5fb7e52abe37ce522e165cc2,511111017455,Beer Wine Spirits,BEER_WINE_SPIRITS,Mumm Napa®,0.0,MUMM NAPA ,5fb6d381be37ce522e165cbd,Cogs
765,5fb7e7aebe37ce522e165cc4,511111717478,Beer Wine Spirits,BEER_WINE_SPIRITS,Malfy®,0.0,MALFY,5fb6d381be37ce522e165cbd,Cogs
766,5fb80e12be37ce522e165cd4,511111117636,Beer Wine Spirits,BEER_WINE_SPIRITS,Malibu® Lime,0.0,MALIBU® LIME,5fb6d381be37ce522e165cbd,Cogs
767,5fb80e70be37ce522e165cd5,511111317647,Beer Wine Spirits,BEER_WINE_SPIRITS,Malibu® Strawberry,0.0,MALIBU® STRAWBERRY,5fb6d381be37ce522e165cbd,Cogs
768,5fb7fae8be37ce522e165cca,511111217534,Beer Wine Spirits,BEER_WINE_SPIRITS,Redbreast 12YO ,0.0,REDBREAST 12YO ,5fb6d381be37ce522e165cbd,Cogs
769,5f38578fbe37ce5178517ad5,511111115434,Baking,BAKING,test brand @1597527951412,,TEST BRANDCODE @1597527951412,5f38578fbe37ce5178517ad3,Cogs
770,5f441281be37ce5dbe9b7c84,511111215820,Baking,BAKING,test brand @1598296705593,,,5f441281be37ce5dbe9b7c83,Cogs
771,5a5d25b6e4b0db471c2d042c,511111800200,Beer Wine Spirits,,Sol,0.0,SOL,5332f709e4b03c9a25efd0f1,Cogs
772,5332f807e4b03c9a25efd16f,511111903291,,,Activia,,,5332f7ffe4b03c9a25efd16b,Cpgs
773,585a9618e4b03e62d1ce0e75,511111201793,Snacks,,Baked!,1.0,,5332f5fbe4b03c9a25efd0ba,Cogs
774,5f513ea1be37ce21f1287c06,511111816546,Candy & Sweets,CANDY_AND_SWEETS,test brand @1599159969725,,TEST BRANDCODE @1599159969725,5332fa12e4b03c9a25efd1e7,Cogs
775,5f4cffbba475f1050a66b574,511111216421,Baking,BAKING,test brand @1598881723241,,,5f4cffbaa475f1050a66b573,Cogs
776,57ebc2f0e4b0ac389136a34c,511111701903,Grocery,,Wyler's,0.0,WYLER'S,559c2234e4b06aca36af13c6,Cogs
777,5f7ba932be37ce2f290fb254,511111616979,Baking,BAKING,test brand @1601939762943,,TEST BRANDCODE @1601939762943,5f7ba932be37ce2f290fb251,Cogs
778,5db9e6551dda2c3e1416aea0,511111006183,Frozen,,Fat Rabbit,,FAT RABBIT,559c2234e4b06aca36af13c6,Cogs
779,5daf60021dda2c3e1416ae9a,511111406068,Breakfast & Cereal,,Total™,,TOTAL,5332f5f3e4b03c9a25efd0ae,Cogs
780,5f493e72be37ce64d0ae36c1,511111516071,Baking,BAKING,test brand @1598635634169,,,5f493e72be37ce64d0ae36c0,Cogs
781,5f493dabbe37ce64d0ae36bb,511111616023,Baking,BAKING,test brand @1598635435829,,TEST BRANDCODE @1598635435829,5f493dabbe37ce64d0ae36ba,Cogs
782,55a58727e4b0d0a65b3693cd,511111402688,,,Nature's Bakery,,,55a58719e4b0d0a65b3693cc,Cpgs
783,5fd3ae1fbe37ce0d9386bb55,511111118237,Baking,BAKING,test brand @1607708191092,0.0,TEST BRANDCODE @1607708191093,5fd3ae1fbe37ce0d9386bb54,Cogs
784,5332fa75e4b03c9a25efd220,511111503026,,,Coca-Cola Zero,,,5332f5ebe4b03c9a25efd0a8,Cpgs
785,5fb80dd6be37ce522e165cd3,511111617624,Beer Wine Spirits,BEER_WINE_SPIRITS,Malibu® Pineapple,0.0,MALIBU® PINEAPPLE,5fb6d381be37ce522e165cbd,Cogs
786,5c49d24df0276e771967371a,511111104742,Baby,,PURE BLISS,,PURE BLISS,59b96571e4b0bf7c7980588b,Cogs
787,5a8c36a1e4b0ccf165fac9e8,511111604198,Snacks,,Royal Dansk,0.0,ROYAL DANSK,5a734034e4b0d58f376be874,Cogs
788,5f4a64e7be37ce17d23b317c,511111416227,Baking,BAKING,test brand @1598711015578,,TEST BRANDCODE @1598711015578,5f4a64e7be37ce17d23b3178,Cogs
789,57ebc13de4b0ac389136a33e,511111402039,Dairy,,Kraft Shredded Cheese,,,53e10d6368abd3c7065097cc,Cpgs
790,57d9612be4b0ac389136a2ba,511111402312,Frozen,,Devour,0.0,DEVOUR,559c2234e4b06aca36af13c6,Cogs
791,5a8c2f7ce4b0ccf165fac9e3,511111704096,Canned Goods & Soups,,Campbell's,0.0,CAMPBELLS,5a734034e4b0d58f376be874,Cogs
792,5f16f536be37ce2b30061e26,511111915072,Baking,BAKING,test brand @1595340086011,,TEST BRANDCODE @1595340086011,5f16f535be37ce2b30061e24,Cogs
793,5a4d254ce4b0bcb2c74ea780,511111200475,Beverages,,STUBBORN SODA,0.0,STUBBORN SODA,5332f5fbe4b03c9a25efd0ba,Cogs
794,5fb6d83cbe37ce522e165cc1,511111517443,Beer Wine Spirits,BEER_WINE_SPIRITS,Avion® Silver,0.0,AVION,5fb6d381be37ce522e165cbd,Cogs
795,5ff74126be37ce1e961f3271,511111318682,Baking,BAKING,test brand @1610039590413,0.0,TEST BRANDCODE @1610039590413,5ff74126be37ce1e961f326e,Cogs
796,5ff74126be37ce1e961f326f,511111618669,Baking,BAKING,test brand @1610039590349,0.0,TEST BRANDCODE @1610039590349,5ff74126be37ce1e961f326e,Cogs
797,5ff74126be37ce1e961f3272,511111818694,Baking,BAKING,test brand @1610039590443,0.0,TEST BRANDCODE @1610039590443,5ff74126be37ce1e961f326e,Cogs
798,5ff744ffbe37ce1e961f3275,511111918714,Baking,BAKING,test brand @1610040575410,0.0,,5ff744ffbe37ce1e961f3274,Cogs
799,5ff74126be37ce1e961f3270,511111118671,Baking,BAKING,test brand @1610039590383,0.0,TEST BRANDCODE @1610039590383,5ff74126be37ce1e961f326e,Cogs
800,5ff74126be37ce1e961f3273,511111418702,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610039590990,0.0,TEST BRANDCODE @1610039590990,5332fa12e4b03c9a25efd1e7,Cogs
801,5ffe3686be37ce5e01754c5e,511111719441,Baking,BAKING,test brand @1610495622485,0.0,TEST BRANDCODE @1610495622485,5ffe3686be37ce5e01754c5d,Cogs
802,5ffe3a86be37ce7aab2d4fd5,511111619499,Baking,BAKING,test brand @1610496646103,0.0,TEST BRANDCODE @1610496646104,5ffe3a85be37ce7aab2d4fd4,Cogs
803,5ffe3686be37ce5e01754c5f,511111219453,Baking,BAKING,test brand @1610495622510,0.0,TEST BRANDCODE @1610495622510,5ffe3686be37ce5e01754c5d,Cogs
804,5ffe3687be37ce5e01754c62,511111119487,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610495623019,0.0,TEST BRANDCODE @1610495623019,5332fa12e4b03c9a25efd1e7,Cogs
805,5ffe3686be37ce5e01754c60,511111419464,Baking,BAKING,test brand @1610495622536,0.0,TEST BRANDCODE @1610495622536,5ffe3686be37ce5e01754c5d,Cogs
806,5ffe3686be37ce5e01754c61,511111919476,Baking,BAKING,test brand @1610495622560,0.0,TEST BRANDCODE @1610495622560,5ffe3686be37ce5e01754c5d,Cogs
807,5e5ff158ee7f2d0b35b2a18d,511111214038,Health & Wellness,HEALTHY_AND_WELLNESS,ONE A DAY®,0.0,ONE A DAY,5d9b4f591dda2c6225a284aa,Cogs
808,5332fa77e4b03c9a25efd225,511111803003,,,Cherry Coke,,,5332f5ebe4b03c9a25efd0a8,Cpgs
809,5d659490a3a018514994f433,511111705239,Magazines,,Happy Paws,,511111705239,5d5d4fd16d5f3b23d1bc7905,Cogs
810,5e710da7ee7f2d0b35b2a191,511111614074,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,COUNTRY CROCK ORIGINAL,,COUNTRY CROCK ORIGINAL,5e5ea9cc9c50da1291a6d074,Cogs
811,592486bee410d61fcea3d12c,511111900825,Condiments & Sauces,,Mayo by HELLMANN'S/BEST FOODS,0.0,HELLMANN'S/BEST FOODS,5332f5f6e4b03c9a25efd0b4,Cogs
812,5f38578fbe37ce5178517ad4,511111615422,Baking,BAKING,test brand @1597527951382,,TEST BRANDCODE @1597527951382,5f38578fbe37ce5178517ad3,Cogs
813,5f772952be37ce6b592e90d4,511111516798,Baking,BAKING,test brand @1601644882040,,TEST BRANDCODE @1601644882040,5f772951be37ce6b592e90d1,Cogs
814,5f385790be37ce5178517ad8,511111015468,Candy & Sweets,CANDY_AND_SWEETS,test brand @1597527952048,,TEST BRANDCODE @1597527952048,5332fa12e4b03c9a25efd1e7,Cogs
815,5f4a650bbe37ce17d23b317f,511111116240,Baking,BAKING,test brand @1598711051957,,,5f4a650bbe37ce17d23b317e,Cogs
816,5f43faadbe37ce3ef3fd371b,511111715764,Baking,BAKING,test brand @1598290605359,,,5f43faadbe37ce3ef3fd371a,Cogs
817,5f208dafbe37ce7958c59525,511111615217,Candy & Sweets,CANDY_AND_SWEETS,test brand @1595968943787,,TEST BRANDCODE @1595968943787,5332fa12e4b03c9a25efd1e7,Cogs
818,592486bfe410d61fcea3d13c,511111200680,Frozen,,TALENTI,0.0,TALENTI,5332f5f6e4b03c9a25efd0b4,Cogs
819,5f493e72be37ce64d0ae36c3,511111716082,Baking,BAKING,test brand @1598635634767,,TEST BRANDCODE @1598635634767,5f493e72be37ce64d0ae36c2,Cogs
820,5da6097ea60b87376833e358,511111305842,Health & Wellness,,ONE A DAY® VITACRAVES ADULT MULTIVITAMINS,,511111305842,53e10d6368abd3c7065097cc,Cogs
821,58b59950e4b0857c2ddb7254,511111601005,Beer Wine Spirits,,Red Dog,,RED DOG,5332f709e4b03c9a25efd0f1,Cogs
822,58861c7e4e8d0d20bc42c4ee,511111201359,Beer Wine Spirits,,Smith & Forge Hard Cider,0.0,SMITH & FORGE,5332f709e4b03c9a25efd0f1,Cogs
823,5a5e34fee4b0db471c2d0436,511111200031,Beverages,,LIPTON Iced Tea Beverages,0.0,LIPTON Iced Tea Beverages,5332f5fbe4b03c9a25efd0ba,Cogs
824,585a96f5e4b03e62d1ce0e8d,511111201564,Snacks,,Ruffles,,RUFFLES,5332f5fbe4b03c9a25efd0ba,Cogs
825,5ab13165e4b0be0a89bb0b03,511111604310,Beverages,,V8 Plus Energy,0.0,V8 PLUS ENERGY ,5a734034e4b0d58f376be874,Cogs
826,5afda618e4b0c11cfecd49fa,511111804550,Snacks,,POP SECRET,0.0,POP SECRET,5a734034e4b0d58f376be874,Cogs
827,5f7ba933be37ce2f290fb256,511111316992,Candy & Sweets,CANDY_AND_SWEETS,test brand @1601939763539,,TEST BRANDCODE @1601939763539,5332fa12e4b03c9a25efd1e7,Cogs
828,5332f800e4b03c9a25efd16c,511111203322,,,Fruit on the Bottom,,,5332f7ffe4b03c9a25efd16b,Cpgs
829,5887a0fde4b02187f85cdad1,511111801191,Beverages,,Capri Sun,0.0,CAPRI SUN,559c2234e4b06aca36af13c6,Cogs
830,5a5d1acce4b0db471c2d0421,511111100416,Snacks,,NUT HARVEST,,NUT HARVEST,5332f5fbe4b03c9a25efd0ba,Cogs
831,5f4cff1ba475f1050a66b569,511111916390,Baking,BAKING,test brand @1598881563437,,TEST BRANDCODE @1598881563437,5f4cff1aa475f1050a66b566,Cogs
832,57c0810fe4b0718ff5fcb02d,511111902539,,,Famous Amos,,,5332f5f2e4b03c9a25efd0aa,Cpgs
833,5f628215be37ce78e6e2efac,511111216650,Baking,BAKING,test brand @1600291349208,,TEST BRANDCODE @1600291349208,5f628214be37ce78e6e2efaa,Cogs
834,53501d2ab9237fd7718f9e19,511111102823,,,Emils,,,53501d2ab9237fd7718f9e18,Cpgs
835,5b184cdbe4b0d159a5b66e2b,511111204596,Beer Wine Spirits,,Henry Weinhard's,,HENRY WEINHARDS,53e10d6368abd3c7065097cc,Cogs
836,5f504ac3be37ce0b793c9416,511111116479,Candy & Sweets,CANDY_AND_SWEETS,test brand @1599097539366,,TEST BRANDCODE @1599097539367,5332fa12e4b03c9a25efd1e7,Cogs
837,5d6415b3a3a018514994f428,511111905035,Magazines,,People Special Edition Magazine,,511111905035,5d5d4fd16d5f3b23d1bc7905,Cogs
838,5dc07880a60b873d6b0666cf,511111706274,Breakfast & Cereal,,Fruity Cheerios™,,FRUITY CHEERIOS,53e10d6368abd3c7065097cc,Cogs
839,5da608821dda2c3e1416ae8c,511111905752,Health & Wellness,,Flintstones™ MULTIVITAMIN GUMMY,,FLINTSTONES MULTIVITAMIN GUMMY,53e10d6368abd3c7065097cc,Cogs
840,57e58166e4b0ac389136a30b,511111102267,Beer Wine Spirits,,Foster's,0.0,FOSTER'S,5332f709e4b03c9a25efd0f1,Cogs
841,5d5411eda3a018514994f420,511111904892,Condiments & Sauces,,F. Whitlock & Sons BBQ Sauce,,F WHITLOCK AND SONS,559c2234e4b06aca36af13c6,Cogs
842,5ff75cdfbe37ce1e961f328f,511111318804,Baking,BAKING,test brand @1610046687007,0.0,TEST BRANDCODE @1610046687007,5ff75cdebe37ce1e961f328c,Cogs
843,5ff75cdfbe37ce1e961f3290,511111818816,Baking,BAKING,test brand @1610046687035,0.0,TEST BRANDCODE @1610046687035,5ff75cdebe37ce1e961f328c,Cogs
844,5ff75cdebe37ce1e961f328e,511111718796,Baking,BAKING,test brand @1610046686980,0.0,TEST BRANDCODE @1610046686980,5ff75cdebe37ce1e961f328c,Cogs
845,5f504ac2be37ce0b793c9414,511111416456,Baking,BAKING,test brand @1599097538571,,TEST BRANDCODE @1599097538572,5f504ac2be37ce0b793c9411,Cogs
846,5e710dd5ee7f2d0b35b2a193,511111314097,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,I CAN'T BELIEVE IT'S NOT BUTTER!,,I CAN'T BELIEVE IT'S NOT BUTTER,5e5ea9cc9c50da1291a6d074,Cogs
847,5fcff304be37ce6d53dfc686,511111118008,Baking,BAKING,test brand @1607463684777,0.0,TEST BRANDCODE @1607463684777,5fcff304be37ce6d53dfc683,Cogs
848,585a961fe4b03e62d1ce0e76,511111701781,Snacks,,Baken-Ets,1.0,BAKEN-ETS,5332f5fbe4b03c9a25efd0ba,Cogs
849,5daf472da60b87376833e35e,511111405979,Dairy,,LIBERTÉ®,,LIBERTE,5332f5f3e4b03c9a25efd0ae,Cogs
850,5dc076e41dda2c0ad7da64ab,511111006251,Breakfast & Cereal,,Apple Cinnamon Cheerios™,,APPLE CINNAMON CHEERIOS,53e10d6368abd3c7065097cc,Cogs
851,5a5d2695e4b0db471c2d042d,511111700180,Beer Wine Spirits,,St. Stefanus,,ST STEFANUS,5332f709e4b03c9a25efd0f1,Cogs
852,5332f5ebe4b03c9a25efd0a7,511111304050,,,Monster,,,5332f5ebe4b03c9a25efd0a8,Cpgs
853,585a9653e4b03e62d1ce0e7b,511111101734,Beverages,,Dole Chilled Fruit Juices,0.0,DOLE CHILLED FRUIT JUICES,5332f5fbe4b03c9a25efd0ba,Cogs
854,5f35a0bcbe37ce6853cff20b,511111915409,Baking,BAKING,test brand @1597350076586,,,5f35a0bcbe37ce6853cff20a,Cogs
855,5332f70ee4b03c9a25efd0f7,511111703822,,,Haagen-Dazs,,,5332f5f3e4b03c9a25efd0ae,Cpgs
856,592486bfe410d61fcea3d13a,511111700692,Personal Care,,SUAVE,0.0,SUAVE,5332f5f6e4b03c9a25efd0b4,Cogs
857,57ebbed8e4b0ac389136a32e,511111402190,Condiments & Sauces,,Classico,0.0,CLASSICO,559c2234e4b06aca36af13c6,Cogs
858,57c08275e4b0718ff5fcb036,511111402473,,,Brahma,,,5332f7a7e4b03c9a25efd134,Cpgs
859,5fb82a34be37ce522e165ce5,511111717805,Grocery,GROCERY,Stroehmann,0.0,STROEHMANN,5fb6b608be37ce522e165cb9,Cogs
860,5d66d9016d5f3b6188d4f04a,511111305354,Beverages,,Bubly Sparkling Water,0.0,BUBLY,5332f5fbe4b03c9a25efd0ba,Cogs
861,5ab152fae4b0be0a89bb0b05,511111004356,Grocery,,1915 Bolthouse Farms,0.0,1915 BOLTHOUSE FARMS,5a734034e4b0d58f376be874,Cogs
862,5ff75cdfbe37ce1e961f3291,511111018827,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610046687624,0.0,TEST BRANDCODE @1610046687624,5332fa12e4b03c9a25efd1e7,Cogs
863,5ff75cdebe37ce1e961f328d,511111218784,Baking,BAKING,test brand @1610046686954,0.0,TEST BRANDCODE @1610046686954,5ff75cdebe37ce1e961f328c,Cogs
864,5ff768d4be37ce1e961f329a,511111518839,Baking,BAKING,test brand @1610049748078,0.0,TEST BRANDCODE @1610049748079,5ff768d4be37ce1e961f3299,Cogs
865,5e5ff32bee7f2d0b35b2a190,511111114062,Health & Wellness,HEALTHY_AND_WELLNESS,MIRALAX®LAXATIVES,0.0,MIRALAX LAXATIVES,5d9b4f591dda2c6225a284aa,Cogs
866,5fd3ae1fbe37ce0d9386bb56,511111318248,Baking,BAKING,test brand @1607708191128,0.0,TEST BRANDCODE @1607708191128,5fd3ae1fbe37ce0d9386bb54,Cogs
867,5fd3ae1fbe37ce0d9386bb57,511111818250,Baking,BAKING,test brand @1607708191160,0.0,TEST BRANDCODE @1607708191160,5fd3ae1fbe37ce0d9386bb54,Cogs
868,5fd3ae1fbe37ce0d9386bb58,511111018261,Baking,BAKING,test brand @1607708191197,0.0,TEST BRANDCODE @1607708191197,5fd3ae1fbe37ce0d9386bb54,Cogs
869,5fd3ae1fbe37ce0d9386bb59,511111518273,Candy & Sweets,CANDY_AND_SWEETS,test brand @1607708191721,0.0,TEST BRANDCODE @1607708191721,5332fa12e4b03c9a25efd1e7,Cogs
870,5fd3ae20be37ce0d9386bb5b,511111718284,Baking,BAKING,test brand @1607708192160,0.0,,5fd3ae20be37ce0d9386bb5a,Cogs
871,5fff3aa0be37ce2bb793011a,511111519591,Baking,BAKING,test brand @1610562208718,0.0,TEST BRANDCODE @1610562208718,5fff3aa0be37ce2bb7930116,Cogs
872,6000a0c6be37ce2bb793011d,511111619611,Baking,BAKING,test brand @1610653894219,0.0,TEST BRANDCODE @1610653894219,6000a0c6be37ce2bb793011c,Cogs
873,5fff3aa0be37ce2bb7930117,511111319566,Baking,BAKING,test brand @1610562208600,0.0,TEST BRANDCODE @1610562208600,5fff3aa0be37ce2bb7930116,Cogs
874,5fff3aa0be37ce2bb7930118,511111819578,Baking,BAKING,test brand @1610562208645,0.0,TEST BRANDCODE @1610562208645,5fff3aa0be37ce2bb7930116,Cogs
